measure,location,sex,age,cause,metric,year,val,upper,lower
YLDs (Years Lived with Disability),New Mexico,Male,80 plus,"Forces of nature, conflict and terrorism, and executions and police conflict",Number,2015,2.05484877341,2.67964279298,1.42946347037
YLDs (Years Lived with Disability),New Mexico,Female,80 plus,"Forces of nature, conflict and terrorism, and executions and police conflict",Number,2015,1.40944274537,1.922642515,0.901090398355
YLDs (Years Lived with Disability),New Mexico,Male,<1 year,"Forces of nature, conflict and terrorism, and executions and police conflict",Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),New Mexico,Female,<1 year,"Forces of nature, conflict and terrorism, and executions and police conflict",Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),New Mexico,Male,Under 5,Exposure to forces of nature,Number,2015,0.117289812067,0.237958909288,0.0312710715756
YLDs (Years Lived with Disability),New Mexico,Female,Under 5,Exposure to forces of nature,Number,2015,0.112818542266,0.225225467671,0.0319689005077
YLDs (Years Lived with Disability),New Mexico,Male,1 to 4,Exposure to forces of nature,Number,2015,0.117289812067,0.237958909288,0.0312710715756
YLDs (Years Lived with Disability),New Mexico,Female,1 to 4,Exposure to forces of nature,Number,2015,0.112818542266,0.225225467671,0.0319689005077
YLDs (Years Lived with Disability),New Mexico,Male,5 to 9,Exposure to forces of nature,Number,2015,0.55365234191,1.03639042082,0.173498546148
YLDs (Years Lived with Disability),New Mexico,Female,5 to 9,Exposure to forces of nature,Number,2015,0.477322090453,0.886617096595,0.162397455184
YLDs (Years Lived with Disability),New Mexico,Male,10 to 14,Exposure to forces of nature,Number,2015,1.31696129004,2.29828419614,0.451088593207
YLDs (Years Lived with Disability),New Mexico,Female,10 to 14,Exposure to forces of nature,Number,2015,0.925369558009,1.60485006254,0.377575152034
YLDs (Years Lived with Disability),New Mexico,Male,15 to 19,Exposure to forces of nature,Number,2015,1.29563361113,1.96568668066,0.73991616157
YLDs (Years Lived with Disability),New Mexico,Female,15 to 19,Exposure to forces of nature,Number,2015,0.806744824293,1.17017923111,0.465453015254
YLDs (Years Lived with Disability),New Mexico,Male,20 to 24,Exposure to forces of nature,Number,2015,1.55244770032,2.29170351835,0.848981845284
YLDs (Years Lived with Disability),New Mexico,Female,20 to 24,Exposure to forces of nature,Number,2015,0.898356059388,1.41565491603,0.503050052144
YLDs (Years Lived with Disability),New Mexico,Male,25 to 29,Exposure to forces of nature,Number,2015,1.99725008304,2.884708199,1.17938410371
YLDs (Years Lived with Disability),New Mexico,Female,25 to 29,Exposure to forces of nature,Number,2015,1.16319611122,1.71669787943,0.662776804671
YLDs (Years Lived with Disability),New Mexico,Male,30 to 34,Exposure to forces of nature,Number,2015,2.04537623145,2.92669054538,1.27684193908
YLDs (Years Lived with Disability),New Mexico,Female,30 to 34,Exposure to forces of nature,Number,2015,1.17795177069,1.67534226004,0.707570812647
YLDs (Years Lived with Disability),New Mexico,Male,35 to 39,Exposure to forces of nature,Number,2015,2.31129000954,3.27543119322,1.36212368867
YLDs (Years Lived with Disability),New Mexico,Female,35 to 39,Exposure to forces of nature,Number,2015,1.34759926887,2.03200722336,0.734457014504
YLDs (Years Lived with Disability),New Mexico,Male,40 to 44,Exposure to forces of nature,Number,2015,2.528062325,3.50646196489,1.58580835157
YLDs (Years Lived with Disability),New Mexico,Female,40 to 44,Exposure to forces of nature,Number,2015,1.40284724056,2.01797373082,0.815463188881
YLDs (Years Lived with Disability),New Mexico,Male,45 to 49,Exposure to forces of nature,Number,2015,2.53835750288,3.52757633581,1.60718669227
YLDs (Years Lived with Disability),New Mexico,Female,45 to 49,Exposure to forces of nature,Number,2015,1.28637268353,1.82370878045,0.779366595646
YLDs (Years Lived with Disability),New Mexico,Male,50 to 54,Exposure to forces of nature,Number,2015,2.57417496679,3.53464140318,1.67838832339
YLDs (Years Lived with Disability),New Mexico,Female,50 to 54,Exposure to forces of nature,Number,2015,1.23549276187,1.77611612413,0.78496418184
YLDs (Years Lived with Disability),New Mexico,Male,55 to 59,Exposure to forces of nature,Number,2015,2.56626089571,3.41336727238,1.68355623734
YLDs (Years Lived with Disability),New Mexico,Female,55 to 59,Exposure to forces of nature,Number,2015,1.3321564977,1.86940687429,0.850487115058
YLDs (Years Lived with Disability),New Mexico,Male,60 to 64,Exposure to forces of nature,Number,2015,2.2972971092,3.23361437637,1.44155177304
YLDs (Years Lived with Disability),New Mexico,Female,60 to 64,Exposure to forces of nature,Number,2015,1.28551680988,1.90372146353,0.780785291599
YLDs (Years Lived with Disability),New Mexico,Male,65 to 69,Exposure to forces of nature,Number,2015,1.93190519243,2.69235130855,1.2157554659
YLDs (Years Lived with Disability),New Mexico,Female,65 to 69,Exposure to forces of nature,Number,2015,1.11829789401,1.64397212582,0.684318700614
YLDs (Years Lived with Disability),New Mexico,Male,70 to 74,Exposure to forces of nature,Number,2015,1.30974576033,1.89312225493,0.845809883247
YLDs (Years Lived with Disability),New Mexico,Female,70 to 74,Exposure to forces of nature,Number,2015,0.854994226602,1.21520174189,0.521107800803
YLDs (Years Lived with Disability),New Mexico,Male,75 to 79,Exposure to forces of nature,Number,2015,0.934335636329,1.33960743877,0.594110744545
YLDs (Years Lived with Disability),New Mexico,Female,75 to 79,Exposure to forces of nature,Number,2015,0.685025451609,0.972070853769,0.412360090404
YLDs (Years Lived with Disability),New Mexico,Male,80 plus,Exposure to forces of nature,Number,2015,1.17563171389,1.66337627926,0.770506197319
YLDs (Years Lived with Disability),New Mexico,Female,80 plus,Exposure to forces of nature,Number,2015,1.25709860091,1.79540609209,0.780961407604
YLDs (Years Lived with Disability),New Mexico,Male,<1 year,Exposure to forces of nature,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),New Mexico,Female,<1 year,Exposure to forces of nature,Number,2015,0.0,0.0,0.0
YLDs (Years Lived with Disability),New Mexico,Male,Under 5,Thalassemias trait,Number,2015,33.2143170993,64.5389464279,15.2979773135
YLDs (Years Lived with Disability),New Mexico,Female,Under 5,Thalassemias trait,Number,2015,12.0679947764,21.5368948557,5.52648342391
YLDs (Years Lived with Disability),New Mexico,Male,1 to 4,Thalassemias trait,Number,2015,21.9382070965,46.8137025628,8.99004613711
YLDs (Years Lived with Disability),New Mexico,Female,1 to 4,Thalassemias trait,Number,2015,9.47799443916,19.1815496588,3.64878955715
YLDs (Years Lived with Disability),New Mexico,Male,5 to 9,Thalassemias trait,Number,2015,9.56186400967,17.2632006779,4.79426669491
YLDs (Years Lived with Disability),New Mexico,Female,5 to 9,Thalassemias trait,Number,2015,6.23982616466,11.6901780153,2.82635576619
YLDs (Years Lived with Disability),New Mexico,Male,10 to 14,Thalassemias trait,Number,2015,5.91137282311,9.93415808835,3.14169846925
YLDs (Years Lived with Disability),New Mexico,Female,10 to 14,Thalassemias trait,Number,2015,4.0321647608,7.81911710753,1.96141722454
YLDs (Years Lived with Disability),New Mexico,Male,15 to 19,Thalassemias trait,Number,2015,2.61697620155,5.46942789182,1.06410311554
YLDs (Years Lived with Disability),New Mexico,Female,15 to 19,Thalassemias trait,Number,2015,2.97423605756,5.54617995575,1.46163608462
YLDs (Years Lived with Disability),New Mexico,Male,20 to 24,Thalassemias trait,Number,2015,2.37267316437,4.83937615491,0.740446389214
YLDs (Years Lived with Disability),New Mexico,Female,20 to 24,Thalassemias trait,Number,2015,5.52375299804,10.7204547193,2.31944574137
YLDs (Years Lived with Disability),New Mexico,Male,25 to 29,Thalassemias trait,Number,2015,2.25289661035,4.93342328172,0.760503070914
YLDs (Years Lived with Disability),New Mexico,Female,25 to 29,Thalassemias trait,Number,2015,2.80390555906,5.54881609873,1.24685585137
YLDs (Years Lived with Disability),New Mexico,Male,30 to 34,Thalassemias trait,Number,2015,2.88688655604,6.03802298435,1.08096205594
YLDs (Years Lived with Disability),New Mexico,Female,30 to 34,Thalassemias trait,Number,2015,5.92409506742,9.98589955034,3.22042704317
YLDs (Years Lived with Disability),New Mexico,Male,35 to 39,Thalassemias trait,Number,2015,1.40535365796,3.30117395086,0.476027668611
YLDs (Years Lived with Disability),New Mexico,Female,35 to 39,Thalassemias trait,Number,2015,9.86625283841,15.9419212376,5.65470793708
YLDs (Years Lived with Disability),New Mexico,Male,40 to 44,Thalassemias trait,Number,2015,1.93370938724,4.90412561769,0.574340893183
YLDs (Years Lived with Disability),New Mexico,Female,40 to 44,Thalassemias trait,Number,2015,11.9916306311,18.1042514525,6.75070886688
YLDs (Years Lived with Disability),New Mexico,Male,45 to 49,Thalassemias trait,Number,2015,2.14432856674,5.61717884924,0.682933565386
YLDs (Years Lived with Disability),New Mexico,Female,45 to 49,Thalassemias trait,Number,2015,8.59863353008,14.8840789677,4.53096653191
YLDs (Years Lived with Disability),New Mexico,Male,50 to 54,Thalassemias trait,Number,2015,2.23872090756,5.79368625498,0.69464052023
YLDs (Years Lived with Disability),New Mexico,Female,50 to 54,Thalassemias trait,Number,2015,5.77991731648,10.4791030171,2.80294197553
YLDs (Years Lived with Disability),New Mexico,Male,55 to 59,Thalassemias trait,Number,2015,5.69899000995,11.4395533797,2.68876692765
YLDs (Years Lived with Disability),New Mexico,Female,55 to 59,Thalassemias trait,Number,2015,5.51425949619,8.92347109602,2.51005119051
YLDs (Years Lived with Disability),New Mexico,Male,60 to 64,Thalassemias trait,Number,2015,2.7800956534,4.99893017669,1.32542412558
YLDs (Years Lived with Disability),New Mexico,Female,60 to 64,Thalassemias trait,Number,2015,2.45090408777,4.18718482303,1.29905229878
YLDs (Years Lived with Disability),New Mexico,Male,65 to 69,Thalassemias trait,Number,2015,3.28780473866,6.02725816694,1.80596404559
YLDs (Years Lived with Disability),New Mexico,Female,65 to 69,Thalassemias trait,Number,2015,4.07912777255,6.44042983474,2.13074649913
YLDs (Years Lived with Disability),New Mexico,Male,70 to 74,Thalassemias trait,Number,2015,2.24171732428,4.07861426471,1.16520071342
YLDs (Years Lived with Disability),New Mexico,Female,70 to 74,Thalassemias trait,Number,2015,3.01367853363,4.79612569985,1.59203595319
YLDs (Years Lived with Disability),New Mexico,Male,75 to 79,Thalassemias trait,Number,2015,1.726780373,3.06285288676,0.874373446431
YLDs (Years Lived with Disability),New Mexico,Female,75 to 79,Thalassemias trait,Number,2015,2.02116784058,3.08562531712,1.15604290409
YLDs (Years Lived with Disability),New Mexico,Male,80 plus,Thalassemias trait,Number,2015,2.83652476091,5.13654205307,1.74218228028
YLDs (Years Lived with Disability),New Mexico,Female,80 plus,Thalassemias trait,Number,2015,2.97512025956,4.51900089042,2.00724250639
YLDs (Years Lived with Disability),New Mexico,Male,<1 year,Thalassemias trait,Number,2015,11.2761100028,20.8857157084,5.46505222525
YLDs (Years Lived with Disability),New Mexico,Female,<1 year,Thalassemias trait,Number,2015,2.59000033721,4.94709857862,1.21177533578
YLDs (Years Lived with Disability),New Mexico,Male,Under 5,Sickle cell trait,Number,2015,8.31208336329,16.1458856023,3.89067688886
YLDs (Years Lived with Disability),New Mexico,Female,Under 5,Sickle cell trait,Number,2015,11.3212853135,18.8856908043,5.20856749323
YLDs (Years Lived with Disability),New Mexico,Male,1 to 4,Sickle cell trait,Number,2015,5.23372593187,11.0548656831,2.00475593025
YLDs (Years Lived with Disability),New Mexico,Female,1 to 4,Sickle cell trait,Number,2015,8.96843460835,16.6308180729,3.73704139233
YLDs (Years Lived with Disability),New Mexico,Male,5 to 9,Sickle cell trait,Number,2015,2.07939196971,4.31719509107,0.681808922293
YLDs (Years Lived with Disability),New Mexico,Female,5 to 9,Sickle cell trait,Number,2015,5.07827483033,9.20544088166,2.41758092087
YLDs (Years Lived with Disability),New Mexico,Male,10 to 14,Sickle cell trait,Number,2015,1.3056962799,2.8035558467,0.364806223055
YLDs (Years Lived with Disability),New Mexico,Female,10 to 14,Sickle cell trait,Number,2015,3.12205346656,5.75900054679,1.44516081074
YLDs (Years Lived with Disability),New Mexico,Male,15 to 19,Sickle cell trait,Number,2015,0.570226300015,1.32098248646,0.186047096823
YLDs (Years Lived with Disability),New Mexico,Female,15 to 19,Sickle cell trait,Number,2015,2.24233739817,3.98944654493,1.08552222453
YLDs (Years Lived with Disability),New Mexico,Male,20 to 24,Sickle cell trait,Number,2015,0.546130501365,1.20397036359,0.155960769868
YLDs (Years Lived with Disability),New Mexico,Female,20 to 24,Sickle cell trait,Number,2015,4.02305125694,7.51527924712,1.82460552699
YLDs (Years Lived with Disability),New Mexico,Male,25 to 29,Sickle cell trait,Number,2015,0.520755029246,1.05687059586,0.194595873512
YLDs (Years Lived with Disability),New Mexico,Female,25 to 29,Sickle cell trait,Number,2015,2.08518462001,4.18238968739,0.816324269372
YLDs (Years Lived with Disability),New Mexico,Male,30 to 34,Sickle cell trait,Number,2015,0.68546169111,1.47037907963,0.252813613526
YLDs (Years Lived with Disability),New Mexico,Female,30 to 34,Sickle cell trait,Number,2015,4.8974090543,8.85789830641,2.59970955397
YLDs (Years Lived with Disability),New Mexico,Male,35 to 39,Sickle cell trait,Number,2015,0.334216392972,0.832561794146,0.095076274611
YLDs (Years Lived with Disability),New Mexico,Female,35 to 39,Sickle cell trait,Number,2015,8.08829310592,13.7390751976,3.85700442
YLDs (Years Lived with Disability),New Mexico,Male,40 to 44,Sickle cell trait,Number,2015,0.450605560345,1.10290712711,0.137038227587
YLDs (Years Lived with Disability),New Mexico,Female,40 to 44,Sickle cell trait,Number,2015,9.08868739158,14.2657662076,4.59903359972
YLDs (Years Lived with Disability),New Mexico,Male,45 to 49,Sickle cell trait,Number,2015,0.499195992474,1.20227354762,0.16025168403
YLDs (Years Lived with Disability),New Mexico,Female,45 to 49,Sickle cell trait,Number,2015,5.62747930884,10.2945878885,2.73372069563
YLDs (Years Lived with Disability),New Mexico,Male,50 to 54,Sickle cell trait,Number,2015,0.487773069727,1.31824384189,0.129182056095
